Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2568,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31,1992,28.0,3,0,0,0,1,0,0,0,0,0,0,0,55,4,0,100.0,Matches
2569,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,20,2003,14.4,1,0,0,15,32,0,59,20,19,0,0,0,74,19,18,51.4,Matches
2570,Filippo Terracciano,it ITA,"DF,FW",Milan,it Serie A,20,2003,0.8,1,0,0,3,1,0,0,0,2,0,1,0,6,0,0,,Matches
2571,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33,1990,33.0,3,0,0,2,2,0,0,0,1,0,2,0,44,1,0,100.0,Matches
2572,Ramón Terrats,es ESP,"MF,DF",Villarreal,es La Liga,22,2000,8.7,4,0,0,15,16,1,28,3,13,0,1,0,45,5,5,50.0,Matches
2573,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,26,1997,17.0,2,1,0,13,28,9,5,9,9,0,0,0,52,33,36,47.8,Matches
2574,Kenny Tete,nl NED,DF,Fulham,eng Premier League,27,1995,9.6,2,0,0,16,12,0,23,16,17,0,1,0,45,5,5,50.0,Matches
2575,Benjamin Tetteh,gh GHA,"FW,MF",Metz,fr Ligue 1,26,1997,3.1,2,0,0,4,4,5,1,0,6,0,0,0,8,8,19,29.6,Matches
2576,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,29,1993,23.5,7,0,0,32,30,1,139,20,36,0,0,0,146,10,15,40.0,Matches
2577,Florian Thauvin,fr FRA,FW,Udinese,it Serie A,30,1993,19.0,4,0,0,14,26,6,79,3,4,0,0,0,64,10,26,27.8,Matches
2578,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,23,2000,25.5,4,0,0,16,17,0,11,31,17,0,0,0,134,41,22,65.1,Matches
2579,Norman Theuerkauf,de GER,"MF,DF",Heidenheim,de Bundesliga,36,1987,14.0,3,0,0,13,16,0,22,14,16,0,1,0,77,12,10,54.5,Matches
2580,Malick Thiaw,de GER,DF,Milan,it Serie A,21,2001,18.0,5,1,0,31,7,0,0,13,17,0,1,1,76,37,21,63.8,Matches
2581,Jan Thielmann,de GER,"FW,DF",Köln,de Bundesliga,21,2002,17.5,4,1,0,27,27,6,42,8,18,0,0,0,75,20,27,42.6,Matches
2582,Denis Thomalla,de GER,"MF,FW",Heidenheim,de Bundesliga,30,1992,5.0,0,0,0,6,2,0,2,4,6,0,0,0,29,18,16,52.9,Matches
2583,Luke Thomas,eng ENG,DF,Sheffield Utd,eng Premier League,22,2001,10.2,3,0,0,10,13,0,13,10,9,0,0,0,39,10,15,40.0,Matches
2584,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,29,1993,13.3,2,1,0,16,16,5,47,9,14,1,0,0,89,13,23,36.1,Matches
2585,Morten Thorsby,no NOR,MF,Genoa,it Serie A,27,1996,12.9,2,0,0,28,7,6,9,4,11,0,0,0,41,67,56,54.5,Matches
2586,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,24,1999,26.6,7,0,0,36,39,1,26,21,22,0,0,0,112,55,68,44.7,Matches
2587,Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,22,2001,23.4,7,0,0,33,22,2,20,18,29,0,0,0,129,19,17,52.8,Matches
2588,Marcus Thuram,fr FRA,FW,Inter,it Serie A,25,1997,29.9,3,0,0,35,45,20,21,4,15,5,0,0,66,70,42,62.5,Matches
2589,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,24,1999,15.3,4,0,0,24,27,6,12,10,20,1,1,0,86,5,17,22.7,Matches
2590,Youri Tielemans,be BEL,"MF,FW",Aston Villa,eng Premier League,26,1997,18.0,3,0,0,22,29,0,31,15,20,0,0,0,97,13,9,59.1,Matches
2591,Kieran Tierney,sct SCO,DF,Real Sociedad,es La Liga,26,1997,13.8,1,0,0,6,8,0,26,10,24,0,0,0,52,16,20,44.4,Matches
2592,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,26,1997,26.5,1,0,0,42,17,16,6,6,14,0,0,0,88,105,125,45.7,Matches
2593,Steffen Tigges,de GER,FW,Köln,de Bundesliga,25,1998,8.1,0,0,0,7,8,2,7,1,6,0,0,0,25,38,41,48.1,Matches
2594,Antonio Tikvić,hr CRO,DF,Udinese,it Serie A,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2595,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,22,2001,0.8,2,0,0,3,0,1,1,0,2,0,0,0,4,1,1,50.0,Matches
2596,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,23,1999,29.5,2,1,0,25,18,0,12,38,28,0,0,1,212,39,26,60.0,Matches
2597,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,27,1995,16.2,3,0,0,17,2,0,47,14,14,0,0,0,57,25,15,62.5,Matches
2598,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,18,2004,11.2,5,0,0,10,24,0,6,6,12,0,0,0,62,2,10,16.7,Matches
2599,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,28,1994,19.3,5,0,0,24,23,1,36,10,21,0,1,0,117,37,22,62.7,Matches
2600,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,28,1994,23.1,1,0,0,10,7,0,50,16,10,1,1,0,103,9,16,36.0,Matches
2601,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,32,1990,10.7,6,1,1,17,4,0,8,13,9,0,0,0,58,17,14,54.8,Matches
2602,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,28,1994,14.1,5,0,0,24,26,12,9,1,5,0,0,0,35,24,41,36.9,Matches
2603,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,21,2002,11.5,3,0,0,12,26,3,28,3,2,0,0,0,37,15,14,51.7,Matches
2604,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,24,1998,12.8,2,1,1,14,8,1,14,18,9,0,0,0,54,25,20,55.6,Matches
2605,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,34,1989,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,100.0,Matches
2606,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,25,1997,23.6,8,1,1,26,9,1,3,26,24,0,1,0,105,29,26,52.7,Matches
2607,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,23,2000,4.9,2,0,0,9,6,0,11,2,7,0,0,0,20,1,0,100.0,Matches
2608,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,27,1996,16.1,5,0,0,24,29,7,22,10,5,0,0,0,56,54,61,47.0,Matches
2609,Pablo Torre,es ESP,"MF,FW",Girona,es La Liga,20,2003,7.8,1,0,0,8,21,0,7,4,2,0,0,0,42,0,7,0.0,Matches
2610,Raúl Torrente,es ESP,DF,Granada,es La Liga,21,2001,13.9,4,0,0,18,8,1,2,11,16,0,1,1,56,22,15,59.5,Matches
2611,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,23,2000,13.5,2,0,0,8,16,16,21,5,6,1,0,0,40,4,11,26.7,Matches
2612,Óliver Torres,es ESP,MF,Sevilla,es La Liga,28,1994,18.0,3,0,0,26,23,6,44,6,22,0,0,0,127,11,28,28.2,Matches
2613,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,26,1997,27.4,1,0,0,18,10,2,8,14,18,0,0,0,127,23,22,51.1,Matches
2614,Lucas Torró,es ESP,MF,Osasuna,es La Liga,29,1994,19.9,5,0,0,43,16,0,3,33,15,0,0,0,115,71,41,63.4,Matches
2615,Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,de Bundesliga,18,2005,1.7,0,0,0,4,0,0,2,1,0,0,0,0,4,0,3,0.0,Matches
2616,Ahmed Touba,dz ALG,DF,Lecce,it Serie A,25,1998,3.1,1,0,0,6,1,0,0,7,4,0,0,0,16,5,6,45.5,Matches
2617,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,29,1994,25.4,4,0,0,27,32,0,4,25,28,0,0,0,173,42,40,51.2,Matches
2618,Souleymane Touré,fr FRA,DF,Lorient,fr Ligue 1,20,2003,22.8,6,0,0,36,15,0,5,36,12,0,1,0,87,43,16,72.9,Matches
2619,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,26,1997,17.5,5,0,0,31,8,0,9,25,20,0,0,0,93,38,38,50.0,Matches
2620,Andros Townsend,eng ENG,"MF,FW",Luton Town,eng Premier League,32,1991,13.4,1,0,0,13,12,2,74,5,13,0,0,0,68,0,10,0.0,Matches
2621,James Trafford,eng ENG,GK,Burnley,eng Premier League,20,2002,28.0,2,0,0,0,5,0,0,1,1,0,0,0,40,14,3,82.4,Matches
2622,Adama Traoré,es ESP,"FW,MF",Fulham,eng Premier League,27,1996,4.2,2,0,0,5,4,0,26,1,3,0,0,0,13,9,6,60.0,Matches
2623,Bénie Traoré,ci CIV,"FW,MF",Sheffield Utd,eng Premier League,20,2002,4.3,0,0,0,10,4,1,3,1,2,0,0,0,22,2,18,10.0,Matches
2624,Bénie Traoré,ci CIV,"FW,MF",Nantes,fr Ligue 1,20,2002,5.6,1,1,0,10,7,1,20,1,4,0,0,0,28,1,11,8.3,Matches
2625,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,eng Premier League,27,1995,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
2626,Bertrand Traoré,bf BFA,MF,Villarreal,es La Liga,27,1995,6.3,4,0,0,7,21,2,9,1,4,1,0,0,22,4,3,57.1,Matches
2627,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,21,2001,9.1,4,0,0,23,4,1,6,5,23,0,0,0,62,6,16,27.3,Matches
2628,Chaka Traorè,ci CIV,FW,Milan,it Serie A,18,2004,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,Matches
2629,Daouda Traoré,fr FRA,MF,Nice,fr Ligue 1,17,2006,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Matches
2630,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,31,1992,25.5,7,0,0,32,18,1,47,24,19,0,1,0,136,29,35,45.3,Matches
2631,Ismaël Traoré,ci CIV,DF,Metz,fr Ligue 1,36,1986,24.7,2,0,0,23,4,0,0,30,12,0,1,0,108,23,33,41.1,Matches
2632,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,25,1998,27.5,5,0,0,30,31,1,73,40,33,0,1,0,155,15,19,44.1,Matches
2633,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33,1990,32.0,2,0,0,0,6,0,0,1,0,0,0,0,58,8,1,88.9,Matches
2634,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,24,1999,4.0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,100.0,Matches
2635,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,35,1988,15.3,4,1,0,40,40,3,23,5,15,1,0,0,92,14,19,42.4,Matches
2636,Mike Trésor,be BEL,"FW,MF",Burnley,eng Premier League,24,1999,4.7,0,0,0,0,3,2,32,1,6,0,0,0,28,1,9,10.0,Matches
2637,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,31,1991,3.4,0,0,0,5,3,1,5,3,5,0,0,0,15,4,1,80.0,Matches
2638,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,36,1987,18.3,2,1,0,13,4,3,165,13,15,1,1,0,78,26,20,56.5,Matches
2639,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,32,1990,24.8,5,0,0,27,21,3,212,24,27,0,0,0,162,31,17,64.6,Matches
2640,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,28,1994,18.3,2,0,0,15,20,9,57,8,16,1,0,0,88,5,10,33.3,Matches
2641,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,21,2001,23.8,6,0,0,25,28,4,72,19,21,1,0,0,116,18,24,42.9,Matches
2642,Auston Trusty,us USA,DF,Sheffield Utd,eng Premier League,24,1998,28.6,4,0,0,23,13,3,5,35,30,0,1,0,89,61,50,55.0,Matches
2643,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,27,1996,7.5,0,0,0,11,7,1,72,6,13,0,0,0,43,3,13,18.8,Matches
2644,Viktor Tsyhankov,ua UKR,"MF,FW",Girona,es La Liga,25,1997,22.8,0,0,0,14,41,4,62,12,20,0,1,0,88,13,14,48.1,Matches
2645,Stefano Turati,it ITA,GK,Frosinone,it Serie A,21,2001,30.5,0,0,0,0,3,0,0,0,0,0,0,0,34,2,1,66.7,Matches
2646,Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29,1994,17.0,2,0,0,0,3,0,0,0,0,0,0,0,11,4,0,100.0,Matches
2647,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,21,2002,18.7,4,0,0,36,36,0,19,6,17,0,0,0,81,16,31,34.0,Matches
2648,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,24,1999,28.9,3,2,1,29,17,0,11,36,33,0,0,0,171,52,43,54.7,Matches
2649,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,20,2002,26.6,7,1,1,51,36,3,22,37,33,0,0,0,169,22,26,45.8,Matches
2650,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,27,1996,30.0,5,0,0,28,20,1,73,50,37,0,0,0,149,27,40,40.3,Matches
2651,Manuel Ugarte,uy URU,MF,Paris S-G,fr Ligue 1,22,2001,21.5,5,0,0,46,27,0,4,40,57,1,0,0,181,14,12,53.8,Matches
2652,Lesley Ugochukwu,fr FRA,MF,Chelsea,eng Premier League,19,2004,3.3,2,0,0,4,2,0,0,1,10,0,0,0,12,9,2,81.8,Matches
2653,Lukas Ullrich,de GER,"DF,FW",Gladbach,de Bundesliga,19,2004,0.5,0,0,0,0,1,0,5,0,0,0,0,0,3,0,2,0.0,Matches
2654,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,34,1988,11.0,1,0,0,0,0,0,0,0,0,0,0,0,17,1,0,100.0,Matches
2655,Samuel Umtiti,fr FRA,DF,Lille,fr Ligue 1,29,1993,2.1,0,0,0,3,1,0,0,2,1,0,0,0,9,1,1,50.0,Matches
2656,Enes Ünal,tr TUR,"FW,MF",Bournemouth,eng Premier League,26,1997,3.6,1,0,0,10,9,6,3,1,4,0,0,0,10,8,11,42.1,Matches
2657,Enes Ünal,tr TUR,"FW,MF",Getafe,es La Liga,26,1997,1.6,0,0,0,5,5,4,1,0,0,0,0,0,5,3,13,18.8,Matches
2658,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,27,1996,23.2,5,0,0,29,27,3,7,6,13,2,0,0,71,17,33,34.0,Matches
2659,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,24,1998,19.6,3,1,1,22,8,2,3,19,21,0,1,0,156,42,25,62.7,Matches
2660,Kacper Urbanski,pl POL,"MF,FW",Bologna,it Serie A,18,2004,10.3,2,0,0,11,11,3,22,4,10,0,0,0,30,22,12,64.7,Matches
2661,Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,31,1991,4.1,2,0,0,9,12,0,31,1,4,0,0,0,24,3,3,50.0,Matches
2662,Myrto Uzuni,al ALB,FW,Granada,es La Liga,28,1995,27.2,3,0,0,26,19,18,11,4,14,0,0,0,59,11,59,15.7,Matches
2663,Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,22,2000,13.1,2,0,0,11,8,2,22,2,18,0,0,0,58,8,15,34.8,Matches
2664,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,28,1994,29.9,7,1,1,77,41,0,5,35,66,0,0,0,160,33,50,39.8,Matches
2665,Emanuele Valeri,it ITA,DF,Frosinone,it Serie A,24,1998,13.1,3,0,0,12,8,0,73,9,16,1,0,0,62,9,9,50.0,Matches
2666,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,27,1995,26.1,5,0,0,29,10,2,18,29,18,0,0,0,97,46,24,65.7,Matches
2667,Jesús Vallejo,es ESP,DF,Granada,es La Liga,26,1997,1.2,1,0,0,2,1,0,0,0,1,0,0,0,8,0,1,0.0,Matches
2668,Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26,1997,36.3,2,1,0,1,6,0,1,0,2,0,0,0,73,8,2,80.0,Matches
2669,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,25,1998,32.3,2,0,0,19,15,0,30,43,34,0,0,0,160,21,10,67.7,Matches
2670,Kévin Van Den Kerkhof,dz ALG,"FW,MF",Metz,fr Ligue 1,27,1996,21.3,2,0,0,8,10,6,128,11,24,0,0,0,90,10,27,27.0,Matches
2671,Siebe Van Der Heyden,be BEL,DF,Mallorca,es La Liga,25,1998,3.2,2,1,0,8,1,1,0,7,2,0,0,0,10,8,6,57.1,Matches
2672,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,32,1991,35.3,3,1,0,23,13,1,0,39,23,0,0,0,170,140,32,81.4,Matches
2673,Vanderson,br BRA,DF,Monaco,fr Ligue 1,22,2001,18.2,6,1,1,45,17,1,48,35,41,0,0,0,126,12,25,32.4,Matches
2674,Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,30,1993,15.3,2,0,0,8,3,2,0,15,11,0,0,0,67,21,5,80.8,Matches
2675,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,24,1998,21.8,3,0,0,33,28,18,63,7,10,1,1,0,84,21,32,39.6,Matches
2676,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,24,1998,31.7,6,0,0,36,38,4,30,45,33,0,1,0,101,77,55,58.3,Matches
2677,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,24,1998,36.7,4,0,0,51,40,1,147,49,53,0,1,0,244,57,42,57.6,Matches
2678,Borja Vázquez,es ESP,FW,Cádiz,es La Liga,18,2005,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
2679,Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,20,2003,8.0,1,0,0,8,7,1,18,3,12,0,0,0,47,12,19,38.7,Matches
2680,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,30,1993,7.8,3,0,0,11,10,0,8,5,13,0,1,0,29,10,8,55.6,Matches
2681,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,32,1991,15.8,0,0,0,22,25,5,47,12,25,1,0,0,78,4,6,40.0,Matches
2682,Matías Vecino,uy URU,MF,Lazio,it Serie A,31,1991,12.8,8,0,0,32,7,2,5,12,17,0,0,0,66,34,36,48.6,Matches
2683,Gabriel Veiga,es ESP,FW,Celta Vigo,es La Liga,21,2002,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,Matches
2684,Alejo Véliz,ar ARG,FW,Tottenham,eng Premier League,19,2003,0.6,1,0,0,0,1,3,0,0,0,0,0,0,0,1,2,33.3,Matches
2685,Alejo Véliz,ar ARG,FW,Sevilla,es La Liga,19,2003,0.4,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,75.0,Matches
2686,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,27,1995,21.3,2,0,0,9,5,0,20,17,15,0,0,0,95,38,44,46.3,Matches
2687,Joël Veltman,nl NED,DF,Brighton,eng Premier League,31,1992,17.6,4,0,0,17,42,1,11,18,41,0,0,0,76,28,21,57.1,Matches
2688,Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,22,2001,26.0,5,0,0,13,17,1,3,18,35,0,1,0,144,38,41,48.1,Matches
2689,Lorenzo Venuti,it ITA,DF,Lecce,it Serie A,28,1995,4.0,1,0,0,5,1,0,10,5,4,0,1,0,21,2,3,40.0,Matches
2690,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,20,2002,21.0,3,0,0,1,2,0,0,0,1,0,0,0,33,5,0,100.0,Matches
2691,Simone Verdi,it ITA,FW,Torino,it Serie A,31,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2692,Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,30,1993,24.3,4,0,0,22,14,1,114,13,22,0,0,0,151,9,19,32.1,Matches
2693,Arthur Vermeeren,be BEL,MF,Atlético Madrid,es La Liga,18,2005,1.8,2,0,0,7,1,0,0,6,0,0,0,0,14,1,6,14.3,Matches
2694,Yorbe Vertessen,be BEL,"FW,MF",Union Berlin,de Bundesliga,22,2001,6.6,1,0,0,8,11,1,3,1,2,0,0,0,20,4,19,17.4,Matches
2695,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,30,1993,17.0,2,0,0,28,6,0,13,32,20,0,0,0,112,31,31,50.0,Matches
2696,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,26,1996,38.0,2,0,0,0,8,0,0,1,0,0,0,0,61,21,1,95.5,Matches
2697,Carlos Vicente,es ESP,FW,Alavés,es La Liga,24,1999,12.4,1,0,0,18,25,9,90,4,6,0,0,0,47,22,26,45.8,Matches
2698,Nacho Vidal,es ESP,"DF,FW",Osasuna,es La Liga,28,1995,1.1,0,0,0,0,1,0,0,0,4,0,0,0,3,2,4,33.3,Matches
2699,Nacho Vidal,es ESP,DF,Mallorca,es La Liga,28,1995,4.6,2,0,0,9,3,0,15,3,5,0,0,0,18,13,7,65.0,Matches
2700,Fabio Vieira,pt POR,"MF,FW",Arsenal,eng Premier League,23,2000,3.3,0,1,0,8,10,2,15,2,2,2,0,0,16,1,0,100.0,Matches
2701,Fran Vieites,es ESP,GK,Betis,es La Liga,24,1999,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
2702,Jonathan Viera,es ESP,"MF,FW",Las Palmas,es La Liga,33,1989,6.9,1,0,0,3,16,1,16,0,3,0,0,0,28,1,4,20.0,Matches
2703,Jonathan Viera,es ESP,MF,Almería,es La Liga,33,1989,10.1,3,1,1,10,16,4,6,4,9,0,0,0,36,3,6,33.3,Matches
2704,Emanuel Vignato,it ITA,"MF,FW",Salernitana,it Serie A,22,2000,3.5,1,0,0,3,1,1,2,1,7,0,0,0,12,0,4,0.0,Matches
2705,Samuele Vignato,it ITA,"MF,FW",Monza,it Serie A,19,2004,3.8,2,0,0,4,4,1,8,1,4,0,0,0,13,1,5,16.7,Matches
2706,Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,de Bundesliga,19,2003,15.3,2,0,0,32,27,7,10,3,6,0,0,0,22,42,81,34.1,Matches
2707,Toni Villa,es ESP,FW,Girona,es La Liga,28,1995,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Matches
2708,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,25,1997,5.7,0,0,0,7,11,3,2,0,1,0,0,0,13,21,23,47.7,Matches
2709,Gonzalo Villar,es ESP,MF,Granada,es La Liga,25,1998,20.0,7,0,0,44,66,2,24,6,33,1,0,0,131,31,17,64.6,Matches
2710,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,26,1997,11.3,0,2,0,2,2,0,0,0,0,0,2,0,19,1,0,100.0,Matches
2711,Matías Viña,uy URU,DF,Sassuolo,it Serie A,25,1997,11.3,1,0,0,12,9,0,29,9,21,0,0,2,45,11,15,42.3,Matches
2712,Rúben Vinagre,pt POR,"DF,FW",Hellas Verona,it Serie A,24,1999,3.1,0,0,0,5,2,0,16,1,2,0,0,0,19,1,5,16.7,Matches
2713,Carlos Vinícius,br BRA,FW,Fulham,eng Premier League,28,1995,3.5,2,0,0,4,2,6,1,0,2,0,0,0,9,4,11,26.7,Matches
2714,Nicolas Viola,it ITA,"MF,FW",Cagliari,it Serie A,33,1989,13.4,3,0,0,16,25,2,134,2,9,0,1,0,49,18,32,36.0,Matches
2715,Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,20,2003,0.8,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0.0,Matches
2716,Alan Virginius,fr FRA,FW,Clermont Foot,fr Ligue 1,20,2003,10.4,0,0,0,4,6,4,22,3,5,1,0,0,15,4,15,21.1,Matches
2717,Ricardo Visus,es ESP,DF,Betis,es La Liga,22,2001,1.8,0,0,0,3,1,0,0,2,2,0,0,0,3,2,5,28.6,Matches
2718,Mattia Viti,it ITA,DF,Sassuolo,it Serie A,21,2002,10.9,0,0,0,9,14,0,1,10,15,0,1,1,45,13,10,56.5,Matches
2719,Vitinha,pt POR,"FW,MF",Genoa,it Serie A,23,2000,3.2,2,0,0,10,8,2,9,0,2,0,0,0,13,7,16,30.4,Matches
2720,Vitinha,pt POR,FW,Marseille,fr Ligue 1,23,2000,10.3,1,0,0,16,24,6,18,5,8,0,0,0,35,12,29,29.3,Matches
2721,Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,23,2000,23.6,0,0,0,17,16,1,38,23,24,0,0,0,154,4,10,28.6,Matches
2722,Vitinho,br BRA,"DF,MF",Burnley,eng Premier League,24,1999,25.7,1,0,0,27,28,6,56,12,34,1,2,0,109,19,22,46.3,Matches
2723,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,24,1999,32.0,6,0,0,37,26,1,4,31,28,0,0,0,213,34,46,42.5,Matches
2724,Odysseas Vlachodimos,gr GRE,GK,Nott'ham Forest,eng Premier League,29,1994,5.0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches
2725,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,23,2000,25.6,8,1,1,31,34,13,7,1,5,0,0,0,60,37,53,41.1,Matches
2726,Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,25,1997,29.0,3,0,0,26,37,9,37,11,16,0,0,0,152,25,37,40.3,Matches
2727,Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,24,1998,13.0,4,0,0,13,4,1,12,30,15,1,0,0,52,25,21,54.3,Matches
2728,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,31,1991,14.7,2,0,0,11,9,0,3,9,10,0,0,0,99,7,5,58.3,Matches
2729,Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,31,1991,14.7,5,0,0,17,8,1,0,7,9,0,0,0,74,15,11,57.7,Matches
2730,Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,28,1995,15.3,3,0,0,12,4,4,64,13,8,0,0,0,65,5,10,33.3,Matches
2731,Kevin Volland,de GER,"FW,MF",Union Berlin,de Bundesliga,31,1992,14.9,3,2,1,28,13,7,56,6,9,0,0,0,56,23,41,35.9,Matches
2732,Cristian Volpato,it ITA,"MF,FW",Sassuolo,it Serie A,19,2003,7.2,1,0,0,15,9,1,47,1,8,0,0,0,45,7,7,50.0,Matches
2733,Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,20,2002,12.8,6,0,0,29,24,0,10,14,15,0,0,0,72,15,6,71.4,Matches
2734,Stefan de Vrij,nl NED,DF,Inter,it Serie A,31,1992,17.6,0,0,0,8,2,0,0,24,13,0,0,0,85,46,25,64.8,Matches
2735,Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20,2003,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,Matches
2736,Elye Wahi,fr FRA,FW,Lens,fr Ligue 1,20,2003,18.8,10,1,1,20,16,25,10,3,4,1,0,0,34,11,27,28.9,Matches
2737,Walace,br BRA,MF,Udinese,it Serie A,28,1995,36.0,7,0,0,42,46,0,12,43,43,0,0,0,276,29,19,60.4,Matches
